datetime,total_number,day_type,ticket_type,service,Month_Year,Year,As Quarter,Fiscal Year
2013-03-01 14:00:00,684,Weekday,HP Pass,Loop Original,2013-03,2013,2013Q3,2013
2013-04-01 14:00:00,664,Weekday,HP Pass,Loop Original,2013-04,2013,2013Q4,2013
2013-05-01 14:00:00,688,Weekday,HP Pass,Loop Original,2013-05,2013,2013Q4,2013
2013-06-01 14:00:00,666,Weekday,HP Pass,Loop Original,2013-06,2013,2013Q4,2013
2013-07-01 14:00:00,592,Weekday,HP Pass,Loop Original,2013-07,2013,2014Q1,2014
2013-08-01 14:00:00,733,Weekday,HP Pass,Loop Original,2013-08,2013,2014Q1,2014
2013-09-01 14:00:00,699,Weekday,HP Pass,Loop Original,2013-09,2013,2014Q1,2014
2013-10-01 14:00:00,700,Weekday,HP Pass,Loop Original,2013-10,2013,2014Q2,2014
2013-11-01 14:00:00,553,Weekday,HP Pass,Loop Original,2013-11,2013,2014Q2,2014
2013-12-01 14:00:00,378,Weekday,HP Pass,Loop Original,2013-12,2013,2014Q2,2014
2014-01-01 14:00:00,733,Weekday,HP Pass,Loop Original,2014-01,2014,2014Q3,2014
2014-02-01 14:00:00,531,Weekday,HP Pass,Loop Original,2014-02,2014,2014Q3,2014
2014-03-01 14:00:00,635,Weekday,HP Pass,Loop Original,2014-03,2014,2014Q3,2014
2014-04-01 14:00:00,602,Weekday,HP Pass,Loop Original,2014-04,2014,2014Q4,2014
2014-05-01 14:00:00,535,Weekday,HP Pass,Loop Original,2014-05,2014,2014Q4,2014
2014-06-01 14:00:00,516,Weekday,HP Pass,Loop Original,2014-06,2014,2014Q4,2014
2014-07-01 14:00:00,599,Weekday,HP Pass,Loop Original,2014-07,2014,2015Q1,2015
2014-08-01 14:00:00,518,Weekday,HP Pass,Loop Original,2014-08,2014,2015Q1,2015
2014-09-01 14:00:00,688,Weekday,HP Pass,Loop Original,2014-09,2014,2015Q1,2015
2014-10-01 14:00:00,696,Weekday,HP Pass,Loop Original,2014-10,2014,2015Q2,2015
2014-11-01 14:00:00,476,Weekday,HP Pass,Loop Original,2014-11,2014,2015Q2,2015
2014-12-01 14:00:00,406,Weekday,HP Pass,Loop Original,2014-12,2014,2015Q2,2015
2015-01-01 14:00:00,557,Weekday,HP Pass,Loop Original,2015-01,2015,2015Q3,2015
2015-02-01 14:00:00,535,Weekday,HP Pass,Loop Original,2015-02,2015,2015Q3,2015
2015-03-01 14:00:00,570,Weekday,HP Pass,Loop Original,2015-03,2015,2015Q3,2015
2015-04-01 14:00:00,515,Weekday,HP Pass,Loop Original,2015-04,2015,2015Q4,2015
2015-05-01 14:00:00,459,Weekday,HP Pass,Loop Original,2015-05,2015,2015Q4,2015
2015-06-01 14:00:00,488,Weekday,HP Pass,Loop Original,2015-06,2015,2015Q4,2015
2015-07-01 14:00:00,458,Weekday,HP Pass,Loop Original,2015-07,2015,2016Q1,2016
2015-08-01 14:00:00,342,Weekday,HP Pass,Loop Original,2015-08,2015,2016Q1,2016
2015-09-01 14:00:00,375,Weekday,HP Pass,Loop Original,2015-09,2015,2016Q1,2016
2015-10-01 14:00:00,420,Weekday,HP Pass,Loop Original,2015-10,2015,2016Q2,2016
2015-11-01 14:00:00,328,Weekday,HP Pass,Loop Original,2015-11,2015,2016Q2,2016
2015-12-01 14:00:00,272,Weekday,HP Pass,Loop Original,2015-12,2015,2016Q2,2016
2016-01-01 14:00:00,371,Weekday,HP Pass,Loop Original,2016-01,2016,2016Q3,2016
2016-02-01 14:00:00,440,Weekday,HP Pass,Loop Original,2016-02,2016,2016Q3,2016
2016-03-01 14:00:00,438,Weekday,HP Pass,Loop Original,2016-03,2016,2016Q3,2016
2016-04-01 14:00:00,364,Weekday,HP Pass,Loop Original,2016-04,2016,2016Q4,2016
2016-05-01 14:00:00,381,Weekday,HP Pass,Loop Original,2016-05,2016,2016Q4,2016
2016-06-01 14:00:00,425,Weekday,HP Pass,Loop Original,2016-06,2016,2016Q4,2016
2016-07-01 14:00:00,373,Weekday,HP Pass,Loop Original,2016-07,2016,2017Q1,2017
2016-08-01 14:00:00,435,Weekday,HP Pass,Loop Original,2016-08,2016,2017Q1,2017
2016-09-01 14:00:00,420,Weekday,HP Pass,Loop Original,2016-09,2016,2017Q1,2017
2016-10-01 14:00:00,444,Weekday,HP Pass,Loop Original,2016-10,2016,2017Q2,2017
2016-11-01 14:00:00,365,Weekday,HP Pass,Loop Original,2016-11,2016,2017Q2,2017
2016-12-01 14:00:00,259,Weekday,HP Pass,Loop Original,2016-12,2016,2017Q2,2017
2017-01-01 14:00:00,394,Weekday,HP Pass,Loop Original,2017-01,2017,2017Q3,2017
2017-02-01 14:00:00,374,Weekday,HP Pass,Loop Original,2017-02,2017,2017Q3,2017
2017-03-01 14:00:00,444,Weekday,HP Pass,Loop Original,2017-03,2017,2017Q3,2017
2017-04-01 14:00:00,527,Weekday,HP Pass,Loop Original,2017-04,2017,2017Q4,2017
2017-05-01 14:00:00,568,Weekday,HP Pass,Loop Original,2017-05,2017,2017Q4,2017
2017-06-01 14:00:00,474,Weekday,HP Pass,Loop Original,2017-06,2017,2017Q4,2017
2017-07-01 14:00:00,480,Weekday,HP Pass,Loop Original,2017-07,2017,2018Q1,2018
2017-08-01 14:00:00,552,Weekday,HP Pass,Loop Original,2017-08,2017,2018Q1,2018
2017-09-01 14:00:00,444,Weekday,HP Pass,Loop Original,2017-09,2017,2018Q1,2018
2017-10-01 14:00:00,528,Weekday,HP Pass,Loop Original,2017-10,2017,2018Q2,2018
2017-11-01 14:00:00,401,Weekday,HP Pass,Loop Original,2017-11,2017,2018Q2,2018
2017-12-01 14:00:00,293,Weekday,HP Pass,Loop Original,2017-12,2017,2018Q2,2018
2018-01-01 14:00:00,488,Weekday,HP Pass,Loop Original,2018-01,2018,2018Q3,2018
2018-02-01 14:00:00,419,Weekday,HP Pass,Loop Original,2018-02,2018,2018Q3,2018
2018-03-01 14:00:00,397,Weekday,HP Pass,Loop Original,2018-03,2018,2018Q3,2018
2018-04-01 14:00:00,407,Weekday,HP Pass,Loop Original,2018-04,2018,2018Q4,2018
2018-05-01 14:00:00,471,Weekday,HP Pass,Loop Original,2018-05,2018,2018Q4,2018
2018-06-01 14:00:00,410,Weekday,HP Pass,Loop Original,2018-06,2018,2018Q4,2018
2018-07-01 14:00:00,442,Weekday,HP Pass,Loop Original,2018-07,2018,2019Q1,2019
2018-08-01 14:00:00,480,Weekday,HP Pass,Loop Original,2018-08,2018,2019Q1,2019
2018-09-01 14:00:00,351,Weekday,HP Pass,Loop Original,2018-09,2018,2019Q1,2019
2018-10-01 14:00:00,490,Weekday,HP Pass,Loop Original,2018-10,2018,2019Q2,2019
2018-11-01 14:00:00,355,Weekday,HP Pass,Loop Original,2018-11,2018,2019Q2,2019
2018-12-01 14:00:00,276,Weekday,HP Pass,Loop Original,2018-12,2018,2019Q2,2019
2019-01-01 14:00:00,377,Weekday,HP Pass,Loop Original,2019-01,2019,2019Q3,2019
2019-02-01 14:00:00,344,Weekday,HP Pass,Loop Original,2019-02,2019,2019Q3,2019
2019-03-01 14:00:00,398,Weekday,HP Pass,Loop Original,2019-03,2019,2019Q3,2019
2019-04-01 14:00:00,366,Weekday,HP Pass,Loop Original,2019-04,2019,2019Q4,2019
2019-05-01 14:00:00,433,Weekday,HP Pass,Loop Original,2019-05,2019,2019Q4,2019
2019-06-01 14:00:00,329,Weekday,HP Pass,Loop Original,2019-06,2019,2019Q4,2019
2019-07-01 14:00:00,359,Weekday,HP Pass,Loop Original,2019-07,2019,2020Q1,2020
2019-08-01 14:00:00,395,Weekday,HP Pass,Loop Original,2019-08,2019,2020Q1,2020
2019-09-01 14:00:00,291,Weekday,HP Pass,Loop Original,2019-09,2019,2020Q1,2020
2019-10-01 14:00:00,386,Weekday,HP Pass,Loop Original,2019-10,2019,2020Q2,2020
2019-11-01 14:00:00,302,Weekday,HP Pass,Loop Original,2019-11,2019,2020Q2,2020
2019-12-01 14:00:00,204,Weekday,HP Pass,Loop Original,2019-12,2019,2020Q2,2020
2020-01-01 14:00:00,324,Weekday,HP Pass,Loop Original,2020-01,2020,2020Q3,2020
2020-02-01 14:00:00,345,Weekday,HP Pass,Loop Original,2020-02,2020,2020Q3,2020
2020-03-01 14:00:00,68,Weekday,HP Pass,Loop Original,2020-03,2020,2020Q3,2020
2008-11-01 15:00:00,14,Weekday,Sam Pass,Loop Original,2008-11,2008,2009Q2,2009
2008-12-01 15:00:00,17,Weekday,Sam Pass,Loop Original,2008-12,2008,2009Q2,2009
2009-01-01 15:00:00,8,Weekday,Sam Pass,Loop Original,2009-01,2009,2009Q3,2009
2009-02-01 15:00:00,18,Weekday,Sam Pass,Loop Original,2009-02,2009,2009Q3,2009
2009-03-01 15:00:00,15,Weekday,Sam Pass,Loop Original,2009-03,2009,2009Q3,2009
2009-04-01 15:00:00,82,Weekday,Sam Pass,Loop Original,2009-04,2009,2009Q4,2009
2009-05-01 15:00:00,57,Weekday,Sam Pass,Loop Original,2009-05,2009,2009Q4,2009
2009-06-01 15:00:00,65,Weekday,Sam Pass,Loop Original,2009-06,2009,2009Q4,2009
2009-07-01 15:00:00,95,Weekday,Sam Pass,Loop Original,2009-07,2009,2010Q1,2010
2009-08-01 15:00:00,42,Weekday,Sam Pass,Loop Original,2009-08,2009,2010Q1,2010
2009-09-01 15:00:00,54,Weekday,Sam Pass,Loop Original,2009-09,2009,2010Q1,2010
2009-10-01 15:00:00,26,Weekday,Sam Pass,Loop Original,2009-10,2009,2010Q2,2010
2009-11-01 15:00:00,45,Weekday,Sam Pass,Loop Original,2009-11,2009,2010Q2,2010
2009-12-01 15:00:00,58,Weekday,Sam Pass,Loop Original,2009-12,2009,2010Q2,2010
2010-01-01 15:00:00,45,Weekday,Sam Pass,Loop Original,2010-01,2010,2010Q3,2010
2010-02-01 15:00:00,53,Weekday,Sam Pass,Loop Original,2010-02,2010,2010Q3,2010
2010-03-01 15:00:00,57,Weekday,Sam Pass,Loop Original,2010-03,2010,2010Q3,2010
2010-04-01 15:00:00,58,Weekday,Sam Pass,Loop Original,2010-04,2010,2010Q4,2010
2010-05-01 15:00:00,72,Weekday,Sam Pass,Loop Original,2010-05,2010,2010Q4,2010
2010-06-01 15:00:00,82,Weekday,Sam Pass,Loop Original,2010-06,2010,2010Q4,2010
2010-07-01 15:00:00,91,Weekday,Sam Pass,Loop Original,2010-07,2010,2011Q1,2011
2010-08-01 15:00:00,102,Weekday,Sam Pass,Loop Original,2010-08,2010,2011Q1,2011
2010-09-01 15:00:00,95,Weekday,Sam Pass,Loop Original,2010-09,2010,2011Q1,2011
2010-10-01 15:00:00,57,Weekday,Sam Pass,Loop Original,2010-10,2010,2011Q2,2011
2010-11-01 15:00:00,48,Weekday,Sam Pass,Loop Original,2010-11,2010,2011Q2,2011
2010-12-01 15:00:00,54,Weekday,Sam Pass,Loop Original,2010-12,2010,2011Q2,2011
2011-01-01 15:00:00,66,Weekday,Sam Pass,Loop Original,2011-01,2011,2011Q3,2011
2011-02-01 15:00:00,33,Weekday,Sam Pass,Loop Original,2011-02,2011,2011Q3,2011
2011-03-01 15:00:00,59,Weekday,Sam Pass,Loop Original,2011-03,2011,2011Q3,2011
2011-04-01 15:00:00,116,Weekday,Sam Pass,Loop Original,2011-04,2011,2011Q4,2011
2011-05-01 15:00:00,125,Weekday,Sam Pass,Loop Original,2011-05,2011,2011Q4,2011
2011-06-01 15:00:00,112,Weekday,Sam Pass,Loop Original,2011-06,2011,2011Q4,2011
2011-07-01 15:00:00,105,Weekday,Sam Pass,Loop Original,2011-07,2011,2012Q1,2012
2011-08-01 15:00:00,123,Weekday,Sam Pass,Loop Original,2011-08,2011,2012Q1,2012
2011-09-01 15:00:00,127,Weekday,Sam Pass,Loop Original,2011-09,2011,2012Q1,2012
2011-10-01 15:00:00,160,Weekday,Sam Pass,Loop Original,2011-10,2011,2012Q2,2012
2011-11-01 15:00:00,178,Weekday,Sam Pass,Loop Original,2011-11,2011,2012Q2,2012
2011-12-01 15:00:00,134,Weekday,Sam Pass,Loop Original,2011-12,2011,2012Q2,2012
2012-01-01 15:00:00,169,Weekday,Sam Pass,Loop Original,2012-01,2012,2012Q3,2012
2012-02-01 15:00:00,202,Weekday,Sam Pass,Loop Original,2012-02,2012,2012Q3,2012
2012-03-01 15:00:00,220,Weekday,Sam Pass,Loop Original,2012-03,2012,2012Q3,2012
2012-04-01 15:00:00,194,Weekday,Sam Pass,Loop Original,2012-04,2012,2012Q4,2012
2012-05-01 15:00:00,235,Weekday,Sam Pass,Loop Original,2012-05,2012,2012Q4,2012
2012-06-01 15:00:00,239,Weekday,Sam Pass,Loop Original,2012-06,2012,2012Q4,2012
2012-07-01 15:00:00,196,Weekday,Sam Pass,Loop Original,2012-07,2012,2013Q1,2013
2012-08-01 15:00:00,191,Weekday,Sam Pass,Loop Original,2012-08,2012,2013Q1,2013
2012-09-01 15:00:00,225,Weekday,Sam Pass,Loop Original,2012-09,2012,2013Q1,2013
2012-10-01 15:00:00,249,Weekday,Sam Pass,Loop Original,2012-10,2012,2013Q2,2013
2012-11-01 15:00:00,162,Weekday,Sam Pass,Loop Original,2012-11,2012,2013Q2,2013
2012-12-01 15:00:00,124,Weekday,Sam Pass,Loop Original,2012-12,2012,2013Q2,2013
2013-01-01 15:00:00,188,Weekday,Sam Pass,Loop Original,2013-01,2013,2013Q3,2013
2013-02-01 15:00:00,160,Weekday,Sam Pass,Loop Original,2013-02,2013,2013Q3,2013
2013-03-01 15:00:00,160,Weekday,Sam Pass,Loop Original,2013-03,2013,2013Q3,2013
2013-04-01 15:00:00,204,Weekday,Sam Pass,Loop Original,2013-04,2013,2013Q4,2013
2013-05-01 15:00:00,172,Weekday,Sam Pass,Loop Original,2013-05,2013,2013Q4,2013
2013-06-01 15:00:00,130,Weekday,Sam Pass,Loop Original,2013-06,2013,2013Q4,2013
2013-07-01 15:00:00,245,Weekday,Sam Pass,Loop Original,2013-07,2013,2014Q1,2014
2013-08-01 15:00:00,222,Weekday,Sam Pass,Loop Original,2013-08,2013,2014Q1,2014
2013-09-01 15:00:00,159,Weekday,Sam Pass,Loop Original,2013-09,2013,2014Q1,2014
2013-10-01 15:00:00,207,Weekday,Sam Pass,Loop Original,2013-10,2013,2014Q2,2014
2013-11-01 15:00:00,147,Weekday,Sam Pass,Loop Original,2013-11,2013,2014Q2,2014
2013-12-01 15:00:00,129,Weekday,Sam Pass,Loop Original,2013-12,2013,2014Q2,2014
2014-01-01 15:00:00,206,Weekday,Sam Pass,Loop Original,2014-01,2014,2014Q3,2014
2014-02-01 15:00:00,161,Weekday,Sam Pass,Loop Original,2014-02,2014,2014Q3,2014
2014-03-01 15:00:00,189,Weekday,Sam Pass,Loop Original,2014-03,2014,2014Q3,2014
2014-04-01 15:00:00,162,Weekday,Sam Pass,Loop Original,2014-04,2014,2014Q4,2014
2014-05-01 15:00:00,165,Weekday,Sam Pass,Loop Original,2014-05,2014,2014Q4,2014
2014-06-01 15:00:00,180,Weekday,Sam Pass,Loop Original,2014-06,2014,2014Q4,2014
2014-07-01 15:00:00,210,Weekday,Sam Pass,Loop Original,2014-07,2014,2015Q1,2015
2014-08-01 15:00:00,172,Weekday,Sam Pass,Loop Original,2014-08,2014,2015Q1,2015
2014-09-01 15:00:00,153,Weekday,Sam Pass,Loop Original,2014-09,2014,2015Q1,2015
2014-10-01 15:00:00,185,Weekday,Sam Pass,Loop Original,2014-10,2014,2015Q2,2015
2014-11-01 15:00:00,147,Weekday,Sam Pass,Loop Original,2014-11,2014,2015Q2,2015
2014-12-01 15:00:00,178,Weekday,Sam Pass,Loop Original,2014-12,2014,2015Q2,2015
2015-01-01 15:00:00,102,Weekday,Sam Pass,Loop Original,2015-01,2015,2015Q3,2015
2015-02-01 15:00:00,118,Weekday,Sam Pass,Loop Original,2015-02,2015,2015Q3,2015
2015-03-01 15:00:00,99,Weekday,Sam Pass,Loop Original,2015-03,2015,2015Q3,2015
2015-04-01 15:00:00,117,Weekday,Sam Pass,Loop Original,2015-04,2015,2015Q4,2015
2015-05-01 15:00:00,99,Weekday,Sam Pass,Loop Original,2015-05,2015,2015Q4,2015
2015-06-01 15:00:00,141,Weekday,Sam Pass,Loop Original,2015-06,2015,2015Q4,2015
2015-07-01 15:00:00,105,Weekday,Sam Pass,Loop Original,2015-07,2015,2016Q1,2016
2015-08-01 15:00:00,129,Weekday,Sam Pass,Loop Original,2015-08,2015,2016Q1,2016
2015-09-01 15:00:00,133,Weekday,Sam Pass,Loop Original,2015-09,2015,2016Q1,2016
2015-10-01 15:00:00,138,Weekday,Sam Pass,Loop Original,2015-10,2015,2016Q2,2016
2015-11-01 15:00:00,98,Weekday,Sam Pass,Loop Original,2015-11,2015,2016Q2,2016
2015-12-01 15:00:00,110,Weekday,Sam Pass,Loop Original,2015-12,2015,2016Q2,2016
2016-01-01 15:00:00,121,Weekday,Sam Pass,Loop Original,2016-01,2016,2016Q3,2016
2016-02-01 15:00:00,103,Weekday,Sam Pass,Loop Original,2016-02,2016,2016Q3,2016
2016-03-01 15:00:00,84,Weekday,Sam Pass,Loop Original,2016-03,2016,2016Q3,2016
2016-04-01 15:00:00,34,Weekday,Sam Pass,Loop Original,2016-04,2016,2016Q4,2016
2016-05-01 15:00:00,22,Weekday,Sam Pass,Loop Original,2016-05,2016,2016Q4,2016
2016-06-01 15:00:00,22,Weekday,Sam Pass,Loop Original,2016-06,2016,2016Q4,2016
2016-07-01 15:00:00,7,Weekday,Sam Pass,Loop Original,2016-07,2016,2017Q1,2017
2016-08-01 15:00:00,25,Weekday,Sam Pass,Loop Original,2016-08,2016,2017Q1,2017
2016-09-01 15:00:00,53,Weekday,Sam Pass,Loop Original,2016-09,2016,2017Q1,2017
2016-10-01 15:00:00,43,Weekday,Sam Pass,Loop Original,2016-10,2016,2017Q2,2017
2016-11-01 15:00:00,37,Weekday,Sam Pass,Loop Original,2016-11,2016,2017Q2,2017
2016-12-01 15:00:00,35,Weekday,Sam Pass,Loop Original,2016-12,2016,2017Q2,2017
2017-01-01 15:00:00,28,Weekday,Sam Pass,Loop Original,2017-01,2017,2017Q3,2017
2017-02-01 15:00:00,48,Weekday,Sam Pass,Loop Original,2017-02,2017,2017Q3,2017
2017-03-01 15:00:00,22,Weekday,Sam Pass,Loop Original,2017-03,2017,2017Q3,2017
2017-04-01 15:00:00,25,Weekday,Sam Pass,Loop Original,2017-04,2017,2017Q4,2017
2017-05-01 15:00:00,41,Weekday,Sam Pass,Loop Original,2017-05,2017,2017Q4,2017
2017-06-01 15:00:00,51,Weekday,Sam Pass,Loop Original,2017-06,2017,2017Q4,2017
2017-07-01 15:00:00,53,Weekday,Sam Pass,Loop Original,2017-07,2017,2018Q1,2018
2017-08-01 15:00:00,54,Weekday,Sam Pass,Loop Original,2017-08,2017,2018Q1,2018
2017-09-01 15:00:00,66,Weekday,Sam Pass,Loop Original,2017-09,2017,2018Q1,2018
2017-10-01 15:00:00,61,Weekday,Sam Pass,Loop Original,2017-10,2017,2018Q2,2018
2017-11-01 15:00:00,38,Weekday,Sam Pass,Loop Original,2017-11,2017,2018Q2,2018
2017-12-01 15:00:00,42,Weekday,Sam Pass,Loop Original,2017-12,2017,2018Q2,2018
2018-01-01 15:00:00,51,Weekday,Sam Pass,Loop Original,2018-01,2018,2018Q3,2018
2018-02-01 15:00:00,52,Weekday,Sam Pass,Loop Original,2018-02,2018,2018Q3,2018
2018-03-01 15:00:00,54,Weekday,Sam Pass,Loop Original,2018-03,2018,2018Q3,2018
2018-04-01 15:00:00,58,Weekday,Sam Pass,Loop Original,2018-04,2018,2018Q4,2018
2018-05-01 15:00:00,56,Weekday,Sam Pass,Loop Original,2018-05,2018,2018Q4,2018
2018-06-01 15:00:00,3,Weekday,Sam Pass,Loop Original,2018-06,2018,2018Q4,2018
2018-07-01 15:00:00,73,Weekday,Sam Pass,Loop Original,2018-07,2018,2019Q1,2019
2018-08-01 15:00:00,82,Weekday,Sam Pass,Loop Original,2018-08,2018,2019Q1,2019
2018-09-01 15:00:00,78,Weekday,Sam Pass,Loop Original,2018-09,2018,2019Q1,2019
2018-10-01 15:00:00,40,Weekday,Sam Pass,Loop Original,2018-10,2018,2019Q2,2019
2018-11-01 15:00:00,90,Weekday,Sam Pass,Loop Original,2018-11,2018,2019Q2,2019
2018-12-01 15:00:00,75,Weekday,Sam Pass,Loop Original,2018-12,2018,2019Q2,2019
2019-01-01 15:00:00,95,Weekday,Sam Pass,Loop Original,2019-01,2019,2019Q3,2019
2019-02-01 15:00:00,86,Weekday,Sam Pass,Loop Original,2019-02,2019,2019Q3,2019
2019-03-01 15:00:00,99,Weekday,Sam Pass,Loop Original,2019-03,2019,2019Q3,2019
2019-04-01 15:00:00,95,Weekday,Sam Pass,Loop Original,2019-04,2019,2019Q4,2019
2019-05-01 15:00:00,113,Weekday,Sam Pass,Loop Original,2019-05,2019,2019Q4,2019
2019-06-01 15:00:00,73,Weekday,Sam Pass,Loop Original,2019-06,2019,2019Q4,2019
2019-07-01 15:00:00,84,Weekday,Sam Pass,Loop Original,2019-07,2019,2020Q1,2020
2019-08-01 15:00:00,83,Weekday,Sam Pass,Loop Original,2019-08,2019,2020Q1,2020
2019-09-01 15:00:00,91,Weekday,Sam Pass,Loop Original,2019-09,2019,2020Q1,2020
2019-10-01 15:00:00,102,Weekday,Sam Pass,Loop Original,2019-10,2019,2020Q2,2020
2019-11-01 15:00:00,75,Weekday,Sam Pass,Loop Original,2019-11,2019,2020Q2,2020
2019-12-01 15:00:00,73,Weekday,Sam Pass,Loop Original,2019-12,2019,2020Q2,2020
2020-01-01 15:00:00,64,Weekday,Sam Pass,Loop Original,2020-01,2020,2020Q3,2020
2020-02-01 15:00:00,38,Weekday,Sam Pass,Loop Original,2020-02,2020,2020Q3,2020
2020-03-01 15:00:00,22,Weekday,Sam Pass,Loop Original,2020-03,2020,2020Q3,2020
